,Mapped,Detected genes,Metabolic Process,Actb,Gadph,Quality
ola_mES_2i_3_37.counts,0.8211901985114753,0.7433850007828401,0.3416206098395574,0.10860384357814443,0.25382793849629076,1
ola_mES_2i_3_38.counts,0.8128722924071561,0.7258493815562862,0.298638900210294,0.07076570382953551,0.21312921939574403,1
ola_mES_2i_3_39.counts,0.7763874294226263,0.6887427587286676,0.2343443483883319,0.04316497779007777,0.12337320635572555,0
ola_mES_2i_3_4.counts,0.7870886049722563,0.7025990292782214,0.3307192351262664,0.1331600227740518,0.251378122031984,1
ola_mES_2i_3_40.counts,0.6377172960591639,0.6328479724440269,0.17140383926961061,0.08125131591388154,0.12337320635572555,0
ola_mES_2i_3_41.counts,0.87368244510403,0.7661656489744794,0.3214856216035536,0.12008070130354032,0.2730173653002028,1
ola_mES_2i_3_42.counts,0.7772838303651374,0.6993111006732425,0.34341297867341314,0.07606634014907566,0.43164097594783996,1
ola_mES_2i_3_43.counts,0.8232342963583693,0.7005636449037107,0.35099356505769463,0.12251637980598788,0.22574890263623995,1
ola_mES_2i_3_44.counts,0.7232684205411631,0.6473305151088148,0.24191796113142738,0.08441236251322438,0.013684960340888671,0
ola_mES_2i_3_45.counts,0.7633857176478606,0.6478002191952403,0.31166238373837474,0.084172295063838,0.12690273891726775,0
ola_mES_2i_3_46.counts,0.8171842477193093,0.6690151870987944,0.3669397910124904,0.11524054392909833,0.22890783427882025,1
ola_mES_2i_3_47.counts,0.838681914982997,0.7083137623297323,0.335101316277754,0.09819265930320575,0.1333200708473445,1
ola_mES_2i_3_48.counts,0.7285017075679916,0.6487396273680914,0.21523307875768094,0.11592522009912641,0.15144903354981135,0
ola_mES_2i_3_49.counts,0.8175588362786751,0.7380616878033506,0.3781894544001947,0.07085020205164144,0.3248982852889083,1
ola_mES_2i_3_5.counts,0.8670657684958809,0.7119931110067325,0.3527632248548678,0.0836080722190322,0.2976968195702955,1
ola_mES_2i_3_50.counts,0.7279125795679815,0.65312353217473,0.2343610970479325,0.0847650320957107,0.5954546037939267,0
ola_mES_2i_3_51.counts,0.8208690368247388,0.7739940504149053,0.2774711693580352,0.09101888892390739,0.23694875118720637,0
ola_mES_2i_3_52.counts,0.8496722643398114,0.7556755910443087,0.3388385561534873,0.18538083783222803,0.2816117770875581,1
ola_mES_2i_3_53.counts,0.6063339066466447,0.5016439643024895,0.12201598787706985,0.08081418540711414,0.3145519418846421,0
ola_mES_2i_3_54.counts,0.7003916994826179,0.6366838891498356,0.27144118699240677,0.20866829421941527,0.1633948969376492,0
ola_mES_2i_3_55.counts,0.8294022443877903,0.7707844058243307,0.2903887727476301,0.09535397780369148,0.2047000539055882,0
ola_mES_2i_3_56.counts,0.8629403279623125,0.7512916862376703,0.33104760422047147,0.12581996004284024,0.2099333880945658,1
ola_mES_2i_3_57.counts,0.8318159692364038,0.6845154219508376,0.32029616875305694,0.08688936700556091,0.1288279384962908,1
ola_mES_2i_3_58.counts,0.8265871771517153,0.6755127602943479,0.3333260060431071,0.06397738782073098,0.22758586390122443,1
ola_mES_2i_3_59.counts,0.6848253832777962,0.5041490527634257,0.15054551159168172,0.09434854034030161,0.002117719536925328,0
ola_mES_2i_3_6.counts,0.8467924291834226,0.7770471269766713,0.3142090740542282,0.18371039880139708,0.2327101034473907,1
ola_mES_2i_3_60.counts,0.6192956956667978,0.5667762642868326,0.2193190602964858,0.11599257997073238,0.29375818209821086,0
ola_mES_2i_3_61.counts,0.7152778530518483,0.7074526381712855,0.23389232531118231,0.11941581162957365,0.0940139127756244,0
ola_mES_2i_3_62.counts,0.7992459392134457,0.7274150618443713,0.3751888575280337,0.13633403036751596,0.3590657648176194,1
ola_mES_2i_3_63.counts,0.690055242428953,0.654376076405198,0.24710304812491896,0.1310713259358071,0.18677002849295377,0
ola_mES_2i_3_64.counts,0.683740057312779,0.6828714576483482,0.26987813770640634,0.17252328922803387,0.22359588777369918,0
ola_mES_2i_3_65.counts,0.8440026254995622,0.723970565210584,0.3196454147832372,0.11283397637891456,0.17656647072413173,1
ola_mES_2i_3_66.counts,0.7066252401481317,0.64044152184124,0.32839388937373243,0.09236897693744948,0.18340253356264602,0
ola_mES_2i_3_67.counts,0.7184312105014947,0.6254109910756224,0.26978020871094804,0.10839525549289726,0.009738301203891471,0
ola_mES_2i_3_68.counts,0.7344065278578537,0.6450602786910913,0.21770819686553305,0.07571518112849417,0.04251482403675848,0
ola_mES_2i_3_69.counts,0.6607663959784699,0.5670111163300454,0.20762911577448365,0.16669815224711002,0.13508483712811564,0
ola_mES_2i_3_7.counts,0.8261118297860711,0.7627994363550963,0.35053201729796796,0.11208762825556393,0.1297905382858023,1
ola_mES_2i_3_70.counts,0.6139186970925989,0.47056521058399875,0.18138917554991332,0.10328155587130236,0.13973740277742128,0
ola_mES_2i_3_71.counts,0.5768955816669626,0.2055738218255832,0.12066897841878585,0.04299760380124511,0.07428061709063839,0
ola_mES_2i_3_72.counts,0.651176870983916,0.5941756693283231,0.23257239980635927,0.07074707356604315,0.4842967887671022,0
ola_mES_2i_3_73.counts,0.853949311506891,0.810239549084077,0.30682953118892475,0.11961035708378004,0.2770009240957979,1
ola_mES_2i_3_74.counts,0.7664600229552161,0.759354939721309,0.19199826529185404,0.06850538105042982,0.11390764175886232,0
ola_mES_2i_3_75.counts,0.7871115824702071,0.9047283544700172,0.1960219012863805,0.09383437117639018,0.08936134712631877,0
ola_mES_2i_3_76.counts,0.8447104378167933,0.7396273680914357,0.3033514842709821,0.10696020303443912,0.3833569705059424,1
ola_mES_2i_3_77.counts,0.8248009621414004,0.6774698606544544,0.3297055299544114,0.12032578531036357,0.15369509972533818,1
ola_mES_2i_3_78.counts,0.7522433697969679,0.6877250665414122,0.3594335424511764,0.11882611437042295,0.3850014118130246,1
ola_mES_2i_3_79.counts,0.8433356739908557,0.80992641302646,0.3469733980026299,0.13187865600272125,0.19523769797469004,1
ola_mES_2i_3_8.counts,0.8266289675740782,0.6985282605291999,0.29787687792110623,0.12237742675966008,0.19750462047898967,1
ola_mES_2i_3_80.counts,0.8191005423521467,0.7338343510255206,0.3178686740580905,0.1441385629110803,0.2571954334265985,1
ola_mES_2i_3_81.counts,0.6964362770006068,0.5710818850790669,0.21323398020511086,0.11479116108688098,0.04315655722976615,0
ola_mES_2i_3_82.counts,0.8183564895639127,0.6914826992328167,0.3590539498763281,0.11940436119735713,0.28881523217906924,1
ola_mES_2i_3_83.counts,0.8379413780883469,0.7543447627994364,0.29533295322021885,0.13541702604674943,0.1349244038298637,1
ola_mES_2i_3_84.counts,0.8567366735979848,0.746359793330202,0.3805721985840289,0.12184376948228567,0.18640103190697435,1
ola_mES_2i_3_85.counts,0.6535130809893877,0.6050571473305151,0.23794031540646612,0.1686384783382625,0.017005929614703392,0
ola_mES_2i_3_86.counts,0.6673302847481459,0.6234538907155159,0.25948241754324936,0.11287588048508804,0.052622121826629356,0
ola_mES_2i_3_87.counts,0.816501537387167,0.7543447627994364,0.2782985054592882,0.13446151172186713,0.1903942167004646,1
ola_mES_2i_3_88.counts,0.8235625657929371,0.6658055425082198,0.3155226219555735,0.23439879542944994,0.19242369792335137,1
ola_mES_2i_3_89.counts,0.6836748239826838,0.630734304055112,0.21793001825901914,0.11806007299557293,0.31395994301409247,0
ola_mES_2i_3_9.counts,0.6679097006347072,0.5958196336308126,0.22155782561152573,0.18658951114300487,0.34324543727699774,0
ola_mES_2i_3_90.counts,0.8130648490728287,0.6227493345858776,0.37410178011429857,0.13087950322281178,0.18236132145699105,1
ola_mES_2i_3_91.counts,0.8470270029477248,0.7433850007828401,0.3207020465908371,0.09274423035285792,0.12257103986446595,1
ola_mES_2i_3_92.counts,0.8267869187316076,0.7189603882887114,0.30097737071316266,0.15599401220720507,0.18864068075057117,1
ola_mES_2i_3_93.counts,0.8156281259998549,0.7907468294974166,0.1893197314349453,0.05246552608675138,0.10636727674102216,0
ola_mES_2i_3_94.counts,0.6072418029696178,0.5594958509472365,0.17651712756077167,0.14295161558325498,0.02502759452729933,0
ola_mES_2i_3_95.counts,0.6162200761193856,0.5854078597150462,0.17997270385711495,0.13570945964216838,0.13396180404035218,0
ola_mES_2i_3_96.counts,0.6148599594385971,0.5144042586503836,0.20277261244877204,0.1317945307588634,0.25566489976127527,0
ola_mES_2i_4_1.counts,0.9980614935044747,0.8110223892281196,0.33106195680848505,0.052294944484985104,0.5101329671175913,1
ola_mES_2i_4_10.counts,0.9921156327530894,0.8242523876624394,0.3981748490921928,0.07233954149410983,0.24723733860410194,1
ola_mES_2i_4_11.counts,0.9686346156762616,0.7605291999373728,0.36986342749576784,0.05604065313712935,0.33498472675000646,1
ola_mES_2i_4_12.counts,0.7402933129158142,0.0,0.44536940092607563,0.07135969033853928,0.0,0
ola_mES_2i_4_13.counts,0.9917589600588677,0.832628777203695,0.36898821764579176,0.05807605138372132,0.2646571861282953,1
ola_mES_2i_4_14.counts,0.9147966403172305,0.8330984812901205,0.19800442999066245,0.05709047501204252,0.10813204302179326,0
ola_mES_2i_4_15.counts,0.9815009438450086,0.6571160169093471,0.35011336041172375,0.05636719559333658,0.34983122417023904,1
ola_mES_2i_4_16.counts,0.7436005485845383,0.9645373414748708,0.20155209411292363,0.07250717656771614,0.2091488692661139,0
ola_mES_2i_4_17.counts,0.9699416925220891,0.7864412087051824,0.385798352575616,0.06233406430853655,0.3282657802192161,1
ola_mES_2i_4_18.counts,0.9698323151947764,0.8088304368248004,0.36409061155972217,0.065063556425921,0.2108767358882871,1
ola_mES_2i_4_19.counts,0.8718435121872821,0.9524033192422108,0.2748593798036914,0.07514394629262416,0.3093490900223323,0
ola_mES_2i_4_2.counts,0.9816081110787206,0.8883669954595271,0.33984601485016025,0.060377569610329106,0.22273275662910388,1
ola_mES_2i_4_20.counts,0.9825097448669636,0.7961484264913105,0.37963372529170375,0.05859736308108378,0.21699566188361527,1
ola_mES_2i_4_21.counts,0.9654346907225039,0.8640206669798027,0.4149064262520755,0.0999086949248663,0.34575140539569266,1
ola_mES_2i_4_22.counts,0.9622119727466931,0.8046813840613747,0.33639046239532533,0.05586514822248823,0.2575531996817003,1
ola_mES_2i_4_23.counts,0.9446082986967376,0.8357601377798654,0.33754788417938303,0.07987191181003918,0.3730218574325539,1
ola_mES_2i_4_24.counts,0.964369921159993,0.7783779552215437,0.3855025390610331,0.06290880513993863,0.22480395050953617,1
ola_mES_2i_4_25.counts,0.9658424029542051,0.8336464693909503,0.35004697373178373,0.06990692141329663,0.3254822624945453,1
ola_mES_2i_4_26.counts,0.9794074329834209,0.8007671833411617,0.3343020654733117,0.054247038039865025,0.3484226198115871,1
ola_mES_2i_4_27.counts,0.9678344882436875,0.7098011586034132,0.346575387862598,0.04527575494060973,0.3454369561311189,1
ola_mES_2i_4_28.counts,0.9119524813526277,0.8776420854861438,0.3636729440960736,0.11011028407328796,0.36349532818235486,0
ola_mES_2i_4_29.counts,0.9749685160531372,0.8013934554563958,0.35328502010613994,0.05262365021503128,0.2898596529506892,1
ola_mES_2i_4_3.counts,0.90911642365311,0.4552998277751683,0.14846307504675021,0.06356847311843196,0.025508894422055086,0
ola_mES_2i_4_30.counts,0.9338132731440647,0.8522780648191639,0.35399823882777975,0.057800196671430215,0.2624688759401391,1
ola_mES_2i_4_31.counts,0.9827433202911124,0.8338813214341632,0.38308307895437343,0.05422635639600816,0.5187402135688066,1
ola_mES_2i_4_32.counts,0.9748669650856503,0.8412400187881635,0.33377209258468293,0.07054434123929108,0.264001013938445,1
ola_mES_2i_4_33.counts,0.9745085018900664,0.8137623297322687,0.32970256168662454,0.046922342012475,0.2658925225248351,1
ola_mES_2i_4_34.counts,0.9664148364883169,0.8049162361045874,0.38533562466122706,0.061770270388716055,0.35413404522935543,1
ola_mES_2i_4_35.counts,0.9516030701120375,0.7603726319085643,0.3733345365347869,0.046786969557328896,0.16027286495366688,1
ola_mES_2i_4_36.counts,0.9705554619203055,0.7775951150775011,0.34976149551106117,0.05356808708594518,0.2697252740200734,1
ola_mES_2i_4_37.counts,0.9638474842113891,0.9031626741819321,0.3665907751720731,0.055426376611429205,0.31277273660702826,1
ola_mES_2i_4_38.counts,0.9695699301817085,0.9286049788633162,0.3781994439921843,0.06352878823283464,0.2706204918243191,1
ola_mES_2i_4_39.counts,0.9939326540326303,0.8255832159073118,0.4140985209801101,0.13532846236173926,0.2506064378673923,1
ola_mES_2i_4_4.counts,0.9417075610948183,0.9109127916079537,0.2889448713995001,0.04036896500214555,0.1604332982519188,0
ola_mES_2i_4_40.counts,0.9899892719187009,0.8526694848911852,0.3801204139219627,0.04622798705690883,0.2914768205970686,1
ola_mES_2i_4_41.counts,0.9495984959248395,0.7368091435728824,0.21930277654629765,0.047858442819543975,0.014904253407603256,0
ola_mES_2i_4_42.counts,0.985878712440897,0.7994363550962893,0.3723796483639778,0.05972772960867308,0.24798014477500832,1
ola_mES_2i_4_43.counts,0.9517970205956056,0.819320494754971,0.2952350957492856,0.03875083617060994,0.18836473547757784,1
ola_mES_2i_4_44.counts,0.9700008333246541,0.8262094880225458,0.3909297484923524,0.04860924803295933,0.32103023846805456,1
ola_mES_2i_4_45.counts,0.7427683440487746,0.7390793799906059,0.18379965932868747,0.03806515295931198,0.2024186924044459,0
ola_mES_2i_4_46.counts,0.9730402184296876,0.7927822138719274,0.3525489969817842,0.045593905386234826,0.2855439972277126,1
ola_mES_2i_4_47.counts,0.9257991891978034,0.6922655393768592,0.24793242267513407,0.047513810918304145,0.1711197602484791,0
ola_mES_2i_4_48.counts,0.8493065294178205,0.9507593549397213,0.25155493721279176,0.06091046228229492,0.2934742151603049,0
ola_mES_2i_4_49.counts,0.9751720797807184,0.8006888993267575,0.3267612944079384,0.06124657163056578,0.3615813589342095,1
ola_mES_2i_4_5.counts,0.9693978238147577,0.8452325035227807,0.34293350209942364,0.08563765200495388,0.2758056960238211,1
ola_mES_2i_4_50.counts,0.9632506226923648,0.8316893690308439,0.34326144204647874,0.05401517611193673,0.233653451241112,1
ola_mES_2i_4_51.counts,0.8762259131779403,0.6221230624706435,0.16983727336113172,0.15238526116776133,0.1530533665323305,0
ola_mES_2i_4_52.counts,0.9776560778891871,0.8633161108501644,0.3589983991619233,0.06003773047957729,0.23302294837898196,1
ola_mES_2i_4_53.counts,0.9485946287288598,0.8136057617034601,0.3700750208821811,0.05503094507279881,0.27686776445824884,1
ola_mES_2i_4_54.counts,0.9795816650432346,0.8550962893377172,0.3717244837151173,0.05214400018798102,0.3108443283620402,1
ola_mES_2i_4_55.counts,0.9292657131728854,0.6799749491153907,0.18936549521018137,0.12574592386059338,0.008214184870498242,0
ola_mES_2i_4_56.counts,0.9602702674632125,0.882260842335995,0.31042584390892974,0.040699796708205865,0.21408379752034296,1
ola_mES_2i_4_57.counts,0.9788731907830759,0.8446845154219509,0.3468871513462525,0.04288045133351845,0.2831760017455143,1
ola_mES_2i_4_58.counts,0.9404267220268628,0.7937216220447785,0.3128623983770608,0.0741332311870238,0.3337237210257464,1
ola_mES_2i_4_59.counts,0.9521130820663409,0.8000626272115234,0.40602361668290476,0.06131359582174847,0.3275999820314706,1
ola_mES_2i_4_6.counts,0.9524738891909805,0.8048379520901832,0.37708438856842585,0.054300635014116284,0.25343968991452115,1
ola_mES_2i_4_60.counts,0.9572636985706849,0.7571629873179897,0.30010374632349035,0.05802592310717734,0.22515369509972535,1
ola_mES_2i_4_61.counts,0.971106684343332,0.8176765304524816,0.394106891733684,0.044496155806441444,0.3010771491644634,1
ola_mES_2i_4_62.counts,0.9534113100976929,0.8241741036480351,0.40006164221978263,0.061572107045503144,0.2538760684857663,1
ola_mES_2i_4_63.counts,0.9646662473268267,0.7808830436824801,0.33608744874522734,0.053305771484059926,0.3402357086017917,1
ola_mES_2i_4_64.counts,0.9867263189055488,0.7700015656802881,0.3240514685713488,0.08727985658240402,0.2284297430500295,1
ola_mES_2i_4_65.counts,0.9710082236485663,0.7905902614686081,0.37962914772210476,0.05121306512964817,0.2586858587673589,1
ola_mES_2i_4_66.counts,0.9449662084646276,0.8103178330984813,0.33332487357146146,0.06075489305501447,0.3110480786508201,1
ola_mES_2i_4_67.counts,0.9564688835616805,0.7972444026929701,0.3459815435731578,0.07154386699744864,0.2980224991657468,1
ola_mES_2i_4_68.counts,0.9564021900988247,0.8294191326131204,0.25988253765676833,0.041202049217090676,0.1426252021459558,1
ola_mES_2i_4_69.counts,0.9754436837657827,0.8064819163926726,0.3516798309541693,0.06673367842524107,0.2793448545832585,1
ola_mES_2i_4_7.counts,0.988602737807042,0.8115703773289494,0.3798637243225465,0.049560529054725785,0.2814657827861488,1
ola_mES_2i_4_70.counts,0.9480415193464855,0.8158759981211836,0.3536101586759665,0.08349438844901283,0.2688380778807403,1
ola_mES_2i_4_71.counts,0.95164346792223,0.7827618600281823,0.3571419801159436,0.07186138338005195,0.2697092306902482,1
ola_mES_2i_4_72.counts,0.976833803703065,0.7683576013777986,0.35097986811116005,0.05318130864267061,0.30370183792386474,1
ola_mES_2i_4_73.counts,0.9412742561480253,0.7782996712071395,0.32892193110018664,0.06953698293792354,0.2012058166696614,1
ola_mES_2i_4_74.counts,0.9154831727970617,0.5759354939721308,0.3290276920311308,0.08046416397018934,0.23170097800138614,1
ola_mES_2i_4_75.counts,0.9539236454837302,0.6796618130577736,0.33673041846257795,0.04966302347730231,0.19977635598223684,1
ola_mES_2i_4_76.counts,0.8956559058515463,0.5508846093627682,0.1500204977367852,0.08940911480512911,0.004427959031752958,0
ola_mES_2i_4_77.counts,0.93965123478677,0.7812744637545014,0.3931349926466828,0.08797469640969272,0.3278951793002541,1
ola_mES_2i_4_78.counts,0.9685266611042401,0.8075778925943322,0.36697819968240725,0.06067212918176218,0.26480157609672206,1
ola_mES_2i_4_79.counts,0.6160486931873285,0.9467668702051041,0.20609804987190553,0.05392271480423397,0.07363888389763072,0
ola_mES_2i_4_8.counts,0.7743392236712604,0.6701894473148583,0.2630445892233283,0.08406463489252537,0.22211508843083402,0
ola_mES_2i_4_80.counts,0.942446602890688,0.803272271802098,0.30106314053937355,0.09134388352038501,0.2694316810842724,1
ola_mES_2i_4_81.counts,0.9653480159878821,0.8031157037732894,0.3693990902795667,0.058285478670026696,0.3009953281823549,1
ola_mES_2i_4_82.counts,0.9506057753220678,0.7997494911539064,0.32286060907186076,0.03212849548220772,0.23617064969068458,0
ola_mES_2i_4_83.counts,0.9732910043699591,0.7976358227649913,0.3820086017777898,0.08701416552737352,0.2535872885489129,1
ola_mES_2i_4_84.counts,0.983930411842635,0.7660090809456709,0.3419979374711145,0.057509087148792014,0.20671509613163228,1
ola_mES_2i_4_85.counts,0.9217367574320319,0.6272115234069203,0.15865044426862654,0.14733463216791925,0.04299612393151424,0
ola_mES_2i_4_86.counts,0.9340321230509508,0.6386409895099421,0.20527067800839002,0.2036996085406797,0.0029359293580101136,0
ola_mES_2i_4_87.counts,0.985380921713399,0.5569907624863003,0.3762839576093214,0.06566975797254991,0.32470736966398855,1
ola_mES_2i_4_88.counts,0.9519543013701335,0.8219821512447159,0.40167094403193987,0.06823247286629866,0.21489398567651513,1
ola_mES_2i_4_89.counts,0.9417304734836285,0.7751683106309691,0.37523711274089006,0.07854634711630934,0.33668371537849423,1
ola_mES_2i_4_9.counts,0.962152601650687,0.8286362924690778,0.3671595739570145,0.0680023079893992,0.28014541674153554,1
ola_mES_2i_4_90.counts,0.9597826976650384,0.7922342257710976,0.2831818066403607,0.0639915982919834,0.2123495135662397,1
ola_mES_2i_4_91.counts,0.9624958389532068,0.8042899639893534,0.3143569748511425,0.08459573726890034,0.17339149575172627,1
ola_mES_2i_4_92.counts,0.8128326361177296,0.8667606074839518,0.31487133155181635,0.16196047064633212,0.5629941345586159,0
ola_mES_2i_4_93.counts,0.9283089849945833,0.6506967277281979,0.1965104972373056,0.12694900249764882,0.13556613702287137,0
ola_mES_2i_4_94.counts,0.9316730054795683,0.7584155315484578,0.3687366420499119,0.07772284844234026,0.2117398670328824,1
ola_mES_2i_4_95.counts,0.9471588853700024,0.6838108658211993,0.3451236784204905,0.08168917372823274,0.27645705521472397,1
ola_mES_2i_4_96.counts,0.937482073132617,0.7507436981368405,0.34249105138786784,0.08490997144292042,0.24184357111687244,1
ola_mES_2i_5_1.counts,1.0,0.6445122905902615,0.37513833737188607,0.06688803547321522,0.5712468234206945,1
ola_mES_2i_5_10.counts,0.9838963103274678,0.7362611554720526,0.38615118305736584,0.06258545164775263,0.33608048617706704,1
ola_mES_2i_5_11.counts,0.9761113225376381,0.757554407390011,0.35845064050808156,0.06216490002411303,0.24789511512693482,1
ola_mES_2i_5_12.counts,0.9688202285726789,0.7772819790198842,0.3386221467823917,0.06165682905455795,0.20391713941011885,1
ola_mES_2i_5_13.counts,0.9626069874902842,0.7851886644747142,0.3566676413869988,0.08876649193257373,0.4205758913674051,1
ola_mES_2i_5_14.counts,0.9772561136451976,0.7503522780648192,0.40226142666870585,0.0920449520844169,0.2550343968991452,1
ola_mES_2i_5_15.counts,0.9808555699877333,0.7534836386409896,0.3514242619056446,0.06943256767736933,0.34518828451882844,1
ola_mES_2i_5_16.counts,0.9533304011391747,0.7241271332393925,0.3529984332552802,0.07063708228067993,0.3397447827091409,1
ola_mES_2i_5_17.counts,0.9755223741906267,0.7728197901988414,0.3540130920874683,0.07044831798931901,0.39664566060014894,1
ola_mES_2i_5_18.counts,0.9630976427382802,0.7793956474087991,0.38194362174684104,0.07764114755709503,0.32866205046589836,1
ola_mES_2i_5_19.counts,0.9721780021973564,0.7616251761390324,0.3738898529467687,0.09509283708328771,0.28478514772698105,1
ola_mES_2i_5_2.counts,0.996314112479257,0.7184124001878817,0.32818878087758446,0.042942496265089065,0.29536572374669506,1
ola_mES_2i_5_20.counts,0.9821834624669041,0.7873023328636293,0.38381050721497684,0.06325998280943254,0.32056819056908903,1
ola_mES_2i_5_21.counts,0.9668499476108947,0.7764991388758415,0.4290082015980724,0.0621164874475103,0.39054277793464587,1
ola_mES_2i_5_22.counts,0.8727120705321821,0.8403006106153124,0.2463059788184887,0.03664994294365249,0.09497651256513594,0
ola_mES_2i_5_23.counts,0.9707439986994183,0.78933771723814,0.33033837895147666,0.06743985679127186,0.27768757861231613,1
ola_mES_2i_5_24.counts,0.9837536996068607,0.7674181932049475,0.41107579918822046,0.05933925411436967,0.33260870960289557,1
ola_mES_2i_5_25.counts,0.9914789220286669,0.7694535775794583,0.35707734578686573,0.0649638593402052,0.2831423107528813,1
ola_mES_2i_5_26.counts,0.9829765472607874,0.7687490214498199,0.4071169763340844,0.0766440648064625,0.33804418974767053,1
ola_mES_2i_5_27.counts,0.9786515580632982,0.7909816815406294,0.35936899156737767,0.07354146389859616,0.2649604050619914,1
ola_mES_2i_5_28.counts,0.9716070287960052,0.6750430562079224,0.405317013979826,0.08138387238325452,0.2950801524758067,1
ola_mES_2i_5_29.counts,0.9710263577499032,0.703695005479881,0.4029856244049308,0.08331685080291959,0.33165252714531407,1
ola_mES_2i_5_3.counts,0.9651590644394301,0.7723500861124158,0.33963910632013344,0.06524469331210837,0.39121018045537387,1
ola_mES_2i_5_30.counts,0.9465524877733534,0.7318772506654141,0.3592594040743468,0.05246291523901472,0.34964672587724926,1
ola_mES_2i_5_31.counts,0.9956278910764305,0.7928604978863316,0.34167388368991686,0.04738295149995999,0.18429614703390917,1
ola_mES_2i_5_32.counts,0.9626250239279105,0.7904336934397996,0.39829247117353034,0.05381128755261557,0.3239372898323793,1
ola_mES_2i_5_33.counts,0.7963161412318441,0.8811648661343354,0.2663189700563768,0.11707887911830925,0.34192025823343686,0
ola_mES_2i_5_34.counts,0.9638513835254664,0.7834664161578205,0.3763476144365578,0.05300440505959912,0.2015700002566933,1
ola_mES_2i_5_35.counts,0.9667744113621874,0.8246438077344607,0.3364159966507449,0.06081982856800783,0.3636477398156942,1
ola_mES_2i_5_36.counts,0.9862653883916127,0.7459683732581807,0.3855076649853237,0.053530882505697694,0.37091055522755856,1
ola_mES_2i_5_37.counts,0.9184226973608098,0.7870674808204164,0.31050905077299534,0.051157435423944776,0.27367514182303565,0
ola_mES_2i_5_38.counts,0.9606482561665789,0.7821355879129481,0.3949570083961448,0.051654186503670194,0.3863153605257078,1
ola_mES_2i_5_39.counts,0.979303860015406,0.7419758885235634,0.41964951552266966,0.0505065697321065,0.4732637908463177,1
ola_mES_2i_5_4.counts,0.9674296938660575,0.7582589635196493,0.381474206289366,0.0875218448697681,0.3154760376825731,1
ola_mES_2i_5_40.counts,0.9679037523118657,0.7858149365899484,0.3664248740363709,0.07642596577588892,0.3368730266704315,1
ola_mES_2i_5_41.counts,0.9702463972707173,0.754814466885862,0.37485797315470004,0.06936075071569862,0.47738050927946196,1
ola_mES_2i_5_42.counts,0.9801313996018295,0.7446375450133083,0.38231924471055273,0.0486318505147939,0.29151211592268395,1
ola_mES_2i_5_43.counts,0.9783892755368401,0.6751213402223266,0.3223036237542961,0.03246085639908523,0.23053141925712964,0
ola_mES_2i_5_44.counts,0.96677054701413,0.7730546422420542,0.3853050956098127,0.06648618870871759,0.3609332084092718,1
ola_mES_2i_5_45.counts,0.9744292230715088,0.7460466572725849,0.3446206106740101,0.03318506826341141,0.19276542084862797,1
ola_mES_2i_5_46.counts,0.9830338372757492,0.7786128072647566,0.36154144172700253,0.05905573469908021,0.35702826192982007,1
ola_mES_2i_5_47.counts,0.9677686930458245,0.7732112102708627,0.3507469246540388,0.06668228202265357,0.30612117206150374,1
ola_mES_2i_5_48.counts,0.9564563259376495,0.8044465320181619,0.3594309556475228,0.06544363990964229,0.41161408732705296,1
ola_mES_2i_5_49.counts,0.9562610672426488,0.8319242210740567,0.3885071413065933,0.06530377306660663,0.3385800369638319,1
ola_mES_2i_5_5.counts,0.9641366507842243,0.733677782996712,0.416655916133203,0.13520948230059696,0.2777677952614421,1
ola_mES_2i_5_50.counts,0.8010897553157267,0.9083294191326131,0.22476671382119653,0.07653782195249263,0.22624624586082093,0
ola_mES_2i_5_51.counts,0.9746829642433212,0.7589635196492877,0.42677283369796926,0.06601558340418365,0.3227853787509305,1
ola_mES_2i_5_52.counts,0.7871423525676884,0.7353217472992015,0.34212670545759544,0.04288634438983835,0.2634459147264933,0
ola_mES_2i_5_53.counts,0.977868420499204,0.8196336308125881,0.39790122010110945,0.05374773205914017,0.3151583797520343,1
ola_mES_2i_5_54.counts,0.984418963100815,0.8111006732425239,0.32834395333453886,0.038426363743679644,0.3003359473265395,1
ola_mES_2i_5_55.counts,0.987615108107253,0.7839361202442461,0.400715197566831,0.04474021412308244,0.2697573606797238,1
ola_mES_2i_5_56.counts,0.9634280619802074,0.7992797870674808,0.3513892983336812,0.06857617232191826,0.2530017070102934,1
ola_mES_2i_5_57.counts,0.9427871936272216,0.7570064192891811,0.34703087987920933,0.07191880338134618,0.325209525887517,1
ola_mES_2i_5_58.counts,0.9716523857523944,0.8045248160325662,0.3958348527327912,0.04116225243801893,0.4171041147932335,1
ola_mES_2i_5_59.counts,0.9884428104665277,0.787537184906842,0.37801221662728246,0.04287841860206633,0.2992048925738635,1
ola_mES_2i_5_6.counts,0.9745707426111514,0.7789259433223735,0.35008098364341395,0.07733125857966525,0.3223345611828426,1
ola_mES_2i_5_60.counts,0.713460488140733,0.1031783309848129,0.44722000264402323,0.021246407520136627,0.0,0
ola_mES_2i_5_61.counts,0.9685252889893916,0.8185376546109284,0.3548786222850631,0.06663146373635061,0.40377050337551657,1
ola_mES_2i_5_62.counts,0.9687007098938807,0.8026459996868639,0.3283245463467597,0.07750827405621116,0.3059783864260595,1
ola_mES_2i_5_63.counts,0.9767801380969209,0.762094880225458,0.35798151114870647,0.0681777010105659,0.3095833226377801,1
ola_mES_2i_5_64.counts,0.9175279036494877,0.8372475340535462,0.32719994239891587,0.03472565491716806,0.4749002104884873,0
